,violation_id,violation_name,Place,Region,StoreID,Camid,timestamp,total_violations
322,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
323,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
324,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
325,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
326,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
327,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
328,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
329,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
330,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
331,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
332,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
333,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
334,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
335,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
336,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
337,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
338,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,3
339,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
340,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
341,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
342,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,3
343,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
344,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
345,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
